quarter,hb,percentage_occupancy
2021Q1,Greater Glasgow and Clyde,88.87398549571463
2021Q1,Greater Glasgow and Clyde,84.77334317230499
2021Q1,Greater Glasgow and Clyde,96.32319564230596
2021Q1,Greater Glasgow and Clyde,97.35768408781814
2021Q1,Greater Glasgow and Clyde,84.85767132013783
2021Q1,Greater Glasgow and Clyde,77.54171301446051
2021Q1,Greater Glasgow and Clyde,84.16950904392765
2021Q2,Greater Glasgow and Clyde,85.5924040181643
2021Q2,Greater Glasgow and Clyde,88.21680435220634
2021Q2,Greater Glasgow and Clyde,90.61609195402298
2021Q2,Greater Glasgow and Clyde,86.1124694376528
2021Q2,Greater Glasgow and Clyde,98.85964912280704
2021Q2,Greater Glasgow and Clyde,96.51372019793072
2021Q2,Greater Glasgow and Clyde,86.50895862988317
2021Q2,Greater Glasgow and Clyde,80.49280562369567
2021Q2,Greater Glasgow and Clyde,85.98862394116719
2021Q3,Greater Glasgow and Clyde,86.46178301761823
2021Q3,Greater Glasgow and Clyde,87.70010778873407
2021Q3,Greater Glasgow and Clyde,91.54445765622935
2021Q3,Greater Glasgow and Clyde,88.11783920523621
2021Q3,Greater Glasgow and Clyde,98.88280394304492
2021Q3,Greater Glasgow and Clyde,98.99590163934428
2021Q3,Greater Glasgow and Clyde,89.05068461325159
2021Q3,Greater Glasgow and Clyde,83.9196149055778
2021Q3,Greater Glasgow and Clyde,87.85127824759658
2021Q4,Greater Glasgow and Clyde,90.36879808967896
2021Q4,Greater Glasgow and Clyde,88.91066928031364
2021Q4,Greater Glasgow and Clyde,92.9646375292139
2021Q4,Greater Glasgow and Clyde,87.8228649973107
2021Q4,Greater Glasgow and Clyde,98.99034240561896
2021Q4,Greater Glasgow and Clyde,98.97379512552683
2021Q4,Greater Glasgow and Clyde,89.74807213506784
2021Q4,Greater Glasgow and Clyde,82.91007280308986
2021Q4,Greater Glasgow and Clyde,88.43008690987737
2022Q1,Greater Glasgow and Clyde,89.6949152542373
2022Q1,Greater Glasgow and Clyde,88.9191079337944
2022Q1,Greater Glasgow and Clyde,93.75247046422768
2022Q1,Greater Glasgow and Clyde,87.5876975837127
2022Q1,Greater Glasgow and Clyde,96.92549371633751
2022Q1,Greater Glasgow and Clyde,98.8092988092988
2022Q1,Greater Glasgow and Clyde,91.64441111425708
2022Q1,Greater Glasgow and Clyde,86.14865992456862
2022Q1,Greater Glasgow and Clyde,89.04853402871898
2022Q2,Greater Glasgow and Clyde,91.77060737527115
2022Q2,Greater Glasgow and Clyde,90.19719378081152
2022Q2,Greater Glasgow and Clyde,94.29565069872976
2022Q2,Greater Glasgow and Clyde,89.26755136474051
2022Q2,Greater Glasgow and Clyde,99.08909131304156
2022Q2,Greater Glasgow and Clyde,98.5910270671116
2022Q2,Greater Glasgow and Clyde,92.99474475035694
2022Q2,Greater Glasgow and Clyde,87.2432534917525
2022Q2,Greater Glasgow and Clyde,90.56614316887064
2022Q3,Greater Glasgow and Clyde,93.70950323974084
2022Q3,Greater Glasgow and Clyde,89.61917190651323
2022Q3,Greater Glasgow and Clyde,94.58382374197278
2022Q3,Greater Glasgow and Clyde,90.74881605476628
2022Q3,Greater Glasgow and Clyde,99.69452323805366
2022Q3,Greater Glasgow and Clyde,98.61339171684
2022Q3,Greater Glasgow and Clyde,92.13229583388286
2022Q3,Greater Glasgow and Clyde,84.7265601077837
2022Q3,Greater Glasgow and Clyde,90.47416688371328
2017Q3,Highland,66.10948600083577
2017Q3,Highland,100
2017Q3,Highland,90.50400681010947
2017Q3,Highland,90.69664902998235
2017Q3,Highland,87.65894407637546
2017Q4,Highland,78.20271682340648
2017Q4,Highland,100
2017Q4,Highland,89.63956069634304
2017Q4,Highland,94.89878542510122
2017Q4,Highland,88.72060091121782
2018Q1,Highland,82.07808832942182
2018Q1,Highland,100
2018Q1,Highland,90.44289743743624
2018Q1,Highland,94.5
2018Q1,Highland,90.09421095700706
2018Q2,Highland,77.03927492447131
2018Q2,Highland,100
2018Q2,Highland,88.58249977471388
2018Q2,Highland,88.11837455830388
2018Q2,Highland,88.18729153118379
2018Q3,Highland,72.03335471456062
2018Q3,Highland,100
2018Q3,Highland,88.1248724750051
2018Q3,Highland,92.9357021996616
2018Q3,Highland,87.6264864085073
2018Q4,Highland,79.28905917411664
2018Q4,Highland,100
2018Q4,Highland,89.27677826760396
2018Q4,Highland,91.74475680499778
2018Q4,Highland,88.7910649438392
2019Q1,Highland,80.90650317495073
2019Q1,Highland,100
2019Q1,Highland,92.12523152297304
2019Q1,Highland,97.3747016706444
2019Q1,Highland,91.52365006278778
2019Q2,Highland,81.77994243967235
2019Q2,Highland,100
2019Q2,Highland,89.47505122507286
2019Q2,Highland,96.48768671780378
2019Q2,Highland,89.82163748691528
2019Q3,Highland,75.36902401410002
2019Q3,Highland,100
2019Q3,Highland,89.3280409875292
2019Q3,Highland,96.12730061349691
2019Q3,Highland,88.68373199048818
2019Q4,Highland,75.83314441169803
2019Q4,Highland,100
2019Q4,Highland,90.38054670089424
2019Q4,Highland,96.70865501828526
2019Q4,Highland,89.22711918931961
2020Q1,Highland,74.2131032874796
2020Q1,Highland,97.05625182162636
2020Q1,Highland,84.98384283222282
2020Q1,Highland,98.74667679453096
2020Q1,Highland,85.1343416550244
2020Q2,Highland,48.82268140317155
2020Q2,Highland,80.01958863858962
2020Q2,Highland,69.09827760891591
2020Q2,Highland,65.08670520231215
2020Q2,Highland,66.78736861905993
2020Q3,Highland,75.24314765694075
2020Q3,Highland,100
2020Q3,Highland,86.75131290301137
2020Q3,Highland,92.62399321746504
2020Q3,Highland,85.24151300454639
2020Q4,Highland,73.69693713057495
2020Q4,Highland,100
2020Q4,Highland,89.6120769659098
2020Q4,Highland,98.91031014249788
2020Q4,Highland,88.12802062077112
2021Q1,Highland,71.38174483106404
2021Q1,Highland,100
2021Q1,Highland,92.26661581005054
2021Q1,Highland,97.08973322554569
2021Q1,Highland,90.28270097588728
2021Q2,Highland,72.21945137157107
2021Q2,Highland,100
2021Q2,Highland,92.39151712887438
2021Q2,Highland,91.77067082683308
2021Q2,Highland,90.4750095813513
2021Q3,Highland,84.7758331335411
2021Q3,Highland,100
2021Q3,Highland,90.89839940336184
2021Q3,Highland,96.6992253283934
2021Q3,Highland,91.1527934310095
2021Q4,Highland,79.94678277697146
2021Q4,Highland,100
2021Q4,Highland,90.56933976910264
2021Q4,Highland,96.24347826086957
2021Q4,Highland,90.661524536618
2022Q1,Highland,75.9487432232627
2022Q1,Highland,100
2022Q1,Highland,94.68822843822844
2022Q1,Highland,91.52364273204904
2022Q1,Highland,92.55688236243344
2022Q2,Highland,77.00190657769303
2022Q2,Highland,100
2022Q2,Highland,92.08034192809453
2022Q2,Highland,98.21683309557774
2022Q2,Highland,91.7003219198127
2022Q3,Highland,86.50998824911869
2022Q3,Highland,100
2022Q3,Highland,93.88210017456694
2022Q3,Highland,97.6672384219554
2022Q3,Highland,93.5308286077342
2017Q3,Lanarkshire,78.34514170040485
2017Q3,Lanarkshire,91.12408836275236
2017Q3,Lanarkshire,88.32965923879844
2017Q3,Lanarkshire,85.67388866904102
2017Q4,Lanarkshire,82.95393163052705
2017Q4,Lanarkshire,92.85789307845816
2017Q4,Lanarkshire,91.47268533081682
2017Q4,Lanarkshire,88.6390971249691
2018Q1,Lanarkshire,84.4524767092603
2018Q1,Lanarkshire,92.07897050595474
2018Q1,Lanarkshire,92.86755932652792
2018Q1,Lanarkshire,89.35256925511904
2018Q2,Lanarkshire,80.42801138499543
2018Q2,Lanarkshire,91.12941053838536
2018Q2,Lanarkshire,88.85442350009278
2018Q2,Lanarkshire,86.65116356883543
2018Q3,Lanarkshire,82.0864124278548
2018Q3,Lanarkshire,90.42078675838349
2018Q3,Lanarkshire,89.97876746441584
2018Q3,Lanarkshire,87.35723189919476
2018Q4,Lanarkshire,80.3050119685117
2018Q4,Lanarkshire,91.43439135703788
2018Q4,Lanarkshire,90.22595626989512
2018Q4,Lanarkshire,87.07956746287927
2019Q1,Lanarkshire,82.79824264954377
2019Q1,Lanarkshire,90.9571834362703
2019Q1,Lanarkshire,93.06830579282084
2019Q1,Lanarkshire,88.82111092465179
2019Q2,Lanarkshire,85.06077234729986
2019Q2,Lanarkshire,86.83983588993127
2019Q2,Lanarkshire,91.77505134010848
2019Q2,Lanarkshire,88.00088838015837
2019Q3,Lanarkshire,86.43921568627451
2019Q3,Lanarkshire,88.56788143703282
2019Q3,Lanarkshire,91.26256575863326
2019Q3,Lanarkshire,88.90577118419817
2019Q4,Lanarkshire,85.53265217723649
2019Q4,Lanarkshire,93.68418342387808
2019Q4,Lanarkshire,92.05582116552526
2019Q4,Lanarkshire,90.47217609023696
2020Q1,Lanarkshire,79.3769716088328
2020Q1,Lanarkshire,81.38073803047445
2020Q1,Lanarkshire,86.1083845637237
2020Q1,Lanarkshire,82.40986841032499
2020Q2,Lanarkshire,54.27713065935804
2020Q2,Lanarkshire,41.44347639023341
2020Q2,Lanarkshire,69.48973695450093
2020Q2,Lanarkshire,54.494105700731446
2020Q3,Lanarkshire,75.03923031409977
2020Q3,Lanarkshire,63.851048900287935
2020Q3,Lanarkshire,85.29922884761595
2020Q3,Lanarkshire,74.0792462353832
2020Q4,Lanarkshire,79.38985098670963
2020Q4,Lanarkshire,71.3126434005555
2020Q4,Lanarkshire,83.22359292615857
2020Q4,Lanarkshire,77.58612252887062
2021Q1,Lanarkshire,79.80219040468114
2021Q1,Lanarkshire,81.11050920910075
2021Q1,Lanarkshire,85.58984021337508
2021Q1,Lanarkshire,81.925164431969975
2021Q2,Lanarkshire,81.02152198537742
2021Q2,Lanarkshire,78.9460476787955
2021Q2,Lanarkshire,85.6676359822663
2021Q2,Lanarkshire,82.12186040435053
2021Q3,Lanarkshire,82.99606309084982
2021Q3,Lanarkshire,84.72018059638809
2021Q3,Lanarkshire,89.74117413724713
2021Q3,Lanarkshire,85.94934707160157
2021Q4,Lanarkshire,84.67822275353657
2021Q4,Lanarkshire,88.89753636412429
2021Q4,Lanarkshire,90.5619136499828
2021Q4,Lanarkshire,88.12722968692694
2022Q1,Lanarkshire,86.65946390903947
2022Q1,Lanarkshire,90.42052324648226
2022Q1,Lanarkshire,93.94432076840344
2022Q1,Lanarkshire,90.3991461389896
2022Q2,Lanarkshire,85.82659534768005
2022Q2,Lanarkshire,92.10887281138216
2022Q2,Lanarkshire,93.33231769246396
2022Q2,Lanarkshire,90.3812583803476
2022Q3,Lanarkshire,86.9125846276384
2022Q3,Lanarkshire,91.89768763725615
2022Q3,Lanarkshire,96.23199113409676
2022Q3,Lanarkshire,91.72181882618622
2017Q3,Lothian,94.0095067208109
2017Q3,Lothian,83.60723553081868
2017Q3,Lothian,91.11798205626248
2017Q3,Lothian,89.36321537513237
2017Q4,Lothian,93.67166244672651
2017Q4,Lothian,84.99629629629631
2017Q4,Lothian,93.54745294195077
2017Q4,Lothian,90.31782726384522
2018Q1,Lothian,96.3480045397304
2018Q1,Lothian,89.03534609720177
2018Q1,Lothian,94.89599743665056
2018Q1,Lothian,92.45904268113424
2018Q2,Lothian,95.62256052995784
2018Q2,Lothian,85.38098599398148
2018Q2,Lothian,93.556707849414
2018Q2,Lothian,90.85246163257705
2018Q3,Lothian,95.07694748532444
2018Q3,Lothian,82.0385818561001
2018Q3,Lothian,92.4766863843238
2018Q3,Lothian,89.42168995342648
2018Q4,Lothian,91.77876728380596
2018Q4,Lothian,84.70700152207
2018Q4,Lothian,91.51529417918842
2018Q4,Lothian,88.7970976716475
2019Q1,Lothian,94.93787316443442
2019Q1,Lothian,85.21665250637213
2019Q1,Lothian,93.65339080001064
2019Q1,Lothian,91.37011919220144
2019Q2,Lothian,92.47749335212892
2019Q2,Lothian,84.13539201322364
2019Q2,Lothian,89.2893910369183
2019Q2,Lothian,88.24704804126347
2019Q3,Lothian,90.49900833002776
2019Q3,Lothian,85.7479300827967
2019Q3,Lothian,87.7747464868482
2019Q3,Lothian,86.64802203647815
2019Q4,Lothian,89.8763365288943
2019Q4,Lothian,87.4434307880181
2019Q4,Lothian,91.48642370431553
2019Q4,Lothian,88.42909487799173
2020Q1,Lothian,86.57240492836317
2020Q1,Lothian,83.77852077745527
2020Q1,Lothian,89.49521792324998
2020Q1,Lothian,85.47288698190735
2020Q2,Lothian,55.240178158075395
2020Q2,Lothian,51.901766996106616
2020Q2,Lothian,63.8235294117647
2020Q2,Lothian,59.477299927768904
2020Q3,Lothian,67.90415919320452
2020Q3,Lothian,68.09952238142841
2020Q3,Lothian,78.28054837595435
2020Q3,Lothian,72.81156133145345
2020Q4,Lothian,78.36760124610592
2020Q4,Lothian,74.0288323979311
2020Q4,Lothian,83.36808188021227
2020Q4,Lothian,78.980190755686
2021Q1,Lothian,81.01793288191087
2021Q1,Lothian,75.71956546085788
2021Q1,Lothian,84.27604122818622
2021Q1,Lothian,79.96616272933288
2021Q2,Lothian,85.33490319204606
2021Q2,Lothian,73.70795734208369
2021Q2,Lothian,85.87461115099306
2021Q2,Lothian,81.75203740132335
2021Q3,Lothian,87.03085299455535
2021Q3,Lothian,76.31473450198622
2021Q3,Lothian,88.60613415185476
2021Q3,Lothian,84.11521885215669
2021Q4,Lothian,87.32417167320214
2021Q4,Lothian,78.86217136235243
2021Q4,Lothian,91.6499261805068
2021Q4,Lothian,86.57173480324604
2022Q1,Lothian,88.4641663435082
2022Q1,Lothian,80.88168459324343
2022Q1,Lothian,92.2935303711758
2022Q1,Lothian,87.73094809166702
2022Q2,Lothian,91.3316699011182
2022Q2,Lothian,87.67517213446739
2022Q2,Lothian,92.77093746190418
2022Q2,Lothian,89.42097108794411
2022Q3,Lothian,91.97459051206768
2022Q3,Lothian,89.61544637122671
2022Q3,Lothian,92.27759720717468
2022Q3,Lothian,90.28571428571428
2017Q3,Orkney,97.01653486700216
2017Q3,Orkney,97.01653486700216
2017Q4,Orkney,97.8527607361963
2017Q4,Orkney,97.8527607361963
2018Q1,Orkney,97.79575892857142
2018Q1,Orkney,97.79575892857142
2018Q2,Orkney,97.58576874205843
2018Q2,Orkney,97.58576874205843
2018Q3,Orkney,97.597254004576655
2018Q3,Orkney,97.597254004576655
2018Q4,Orkney,97.51516902629297
2018Q4,Orkney,97.51516902629297
2019Q1,Orkney,97.5596228508042
2019Q1,Orkney,97.5596228508042
2019Q2,Orkney,97.43357487922704
2019Q2,Orkney,97.43357487922704
2019Q3,Orkney,96.84607473431608
2019Q3,Orkney,96.84607473431608
2019Q4,Orkney,96.85754189944132
2019Q4,Orkney,96.85754189944132
2020Q1,Orkney,91.09568367038938
2020Q1,Orkney,91.09568367038938
2020Q2,Orkney,55.75945793337098
2020Q2,Orkney,55.75945793337098
2020Q3,Orkney,68.9257969461559
2020Q3,Orkney,68.9257969461559
2020Q4,Orkney,82.50993753549119
2020Q4,Orkney,82.50993753549119
2021Q1,Orkney,80.78804347826087
2021Q1,Orkney,80.78804347826087
2021Q2,Orkney,82.01246660730187
2021Q2,Orkney,82.01246660730187
2021Q3,Orkney,83.94659719960924
2021Q3,Orkney,83.94659719960924
2021Q4,Orkney,88.69991351974633
2021Q4,Orkney,88.69991351974633
2022Q1,Orkney,92.030250145433385
2022Q1,Orkney,92.030250145433385
2022Q2,Orkney,97.33777038269552
2022Q2,Orkney,97.33777038269552
2022Q3,Orkney,97.2474289171204
2022Q3,Orkney,97.2474289171204
2017Q3,Shetland,61.49283242708849
2017Q3,Shetland,61.49283242708849
2017Q4,Shetland,61.757425742574256
2017Q4,Shetland,61.757425742574256
2018Q1,Shetland,58.90237733940313
2018Q1,Shetland,58.90237733940313
2018Q2,Shetland,58.262393590385585
2018Q2,Shetland,58.262393590385585
2018Q3,Shetland,59.43704448353857
2018Q3,Shetland,59.43704448353857
2018Q4,Shetland,58.56435643564356
2018Q4,Shetland,58.56435643564356
2019Q1,Shetland,65.57911908646004
2019Q1,Shetland,65.57911908646004
2019Q2,Shetland,61.59456740442656
2019Q2,Shetland,61.59456740442656
2019Q3,Shetland,64.02590931738914
2019Q3,Shetland,64.02590931738914
2019Q4,Shetland,63.827129652760426
2019Q4,Shetland,63.827129652760426
2020Q1,Shetland,57.136072191878405
2020Q1,Shetland,57.136072191878405
2020Q2,Shetland,27.630859018785337
2020Q2,Shetland,27.630859018785337
2020Q3,Shetland,36.300338727888594
2020Q3,Shetland,36.300338727888594
2020Q4,Shetland,35.79003181336161
2020Q4,Shetland,35.79003181336161
2021Q1,Shetland,35.672832789263694
2021Q1,Shetland,35.672832789263694
2021Q2,Shetland,35.5056589996349
2021Q2,Shetland,35.5056589996349
2021Q3,Shetland,42.78616120721384
2021Q3,Shetland,42.78616120721384
2021Q4,Shetland,41.91352345906163
2021Q4,Shetland,41.91352345906163
2022Q1,Shetland,46.97321240244674
2022Q1,Shetland,46.97321240244674
2022Q2,Shetland,47.034511262657574
2022Q2,Shetland,47.034511262657574
2022Q3,Shetland,53.47208324994996
2022Q3,Shetland,53.47208324994996
2017Q3,Tayside,76.81455826590631
2017Q3,Tayside,76.58368644067798
2017Q3,Tayside,47.28383884110457
2017Q3,Tayside,74.6047823699805
2017Q4,Tayside,79.6502432182399
2017Q4,Tayside,81.08338664960546
2017Q4,Tayside,45.018115942028984
2017Q4,Tayside,77.87498116618954
2018Q1,Tayside,78.64211354557558
2018Q1,Tayside,83.17571450964
2018Q1,Tayside,59.605774569683504
2018Q1,Tayside,80.0530888030888
2018Q2,Tayside,76.8339518076194
2018Q2,Tayside,81.24398664327353
2018Q2,Tayside,57.1978021978022
2018Q2,Tayside,77.56915167095116
2018Q3,Tayside,77.98726114649682
2018Q3,Tayside,78.30862812260084
2018Q3,Tayside,57.690217391304344
2018Q3,Tayside,77.41053598316977
2018Q4,Tayside,76.8878756893575
2018Q4,Tayside,76.99705815795429
2018Q4,Tayside,47.77173913043479
2018Q4,Tayside,76.83376431857599
2019Q1,Tayside,83.32904023491834
2019Q1,Tayside,86.44077547028705
2019Q1,Tayside,52.4576506525965
2019Q1,Tayside,83.65757527983602
2019Q2,Tayside,85.79289015158325
2019Q2,Tayside,82.69827998088867
2019Q2,Tayside,50.72782202691567
2019Q2,Tayside,82.69554569110669
2019Q3,Tayside,85.44510333695918
2019Q3,Tayside,83.369147251753
2019Q3,Tayside,40.50188882892607
2019Q3,Tayside,81.89767010157048
2019Q4,Tayside,83.49816283781463
2019Q4,Tayside,81.57025226831699
2019Q4,Tayside,53.818972546887736
2019Q4,Tayside,80.68276520926074
2020Q1,Tayside,76.75525783873177
2020Q1,Tayside,79.52760230705852
2020Q1,Tayside,44.264436895740786
2020Q1,Tayside,76.36902579146803
2020Q2,Tayside,51.718793794206384
2020Q2,Tayside,55.331718556152886
2020Q2,Tayside,45.393352965923434
2020Q2,Tayside,53.82584079770153
2020Q3,Tayside,72.2226976330247
2020Q3,Tayside,66.23292890217455
2020Q3,Tayside,32.80749322159231
2020Q3,Tayside,70.6284910246024
2020Q4,Tayside,72.90853431380489
2020Q4,Tayside,69.17110442231998
2020Q4,Tayside,27.697509990777743
2020Q4,Tayside,71.73014666847097
2021Q1,Tayside,72.254240618246115
2021Q1,Tayside,72.178002894356
2021Q1,Tayside,25.38688282977156
2021Q1,Tayside,70.10440063222694
2021Q2,Tayside,70.82158839361075
2021Q2,Tayside,75.68342025330963
2021Q2,Tayside,9.818840579710146
2021Q2,Tayside,69.22119451921715
2021Q3,Tayside,73.76199040767385
2021Q3,Tayside,76.0020943626738
2021Q3,Tayside,2.508960573476702
2021Q3,Tayside,72.52251376111101
2021Q4,Tayside,73.26736995271008
2021Q4,Tayside,77.65429434613725
2021Q4,Tayside,5.2304505437597095
2021Q4,Tayside,73.5384297054287
2022Q1,Tayside,74.15690248183932
2022Q1,Tayside,78.13518343319667
2022Q1,Tayside,8.964646464646464
2022Q1,Tayside,74.88785089950515
2022Q2,Tayside,72.84172157577457
2022Q2,Tayside,79.34997215612817
2022Q2,Tayside,20.21932830705963
2022Q2,Tayside,74.35040391988998
2022Q3,Tayside,73.71435756297238
2022Q3,Tayside,83.13673197250999
2022Q3,Tayside,15.56764106050306
2022Q3,Tayside,75.93086304108947
2017Q3,Western Isles,79.09060736807169
2017Q3,Western Isles,79.09060736807169
2017Q4,Western Isles,76.74529048599018
2017Q4,Western Isles,76.74529048599018
2018Q1,Western Isles,79.65116279069767
2018Q1,Western Isles,79.66049854717848
2018Q2,Western Isles,78.16272142969117
2018Q2,Western Isles,78.2105427811669
2018Q3,Western Isles,73.92114250232848
2018Q3,Western Isles,73.92114250232848
2018Q4,Western Isles,75.39870519501027
2018Q4,Western Isles,75.4142338646047
2019Q1,Western Isles,76.95992335941243
2019Q1,Western Isles,76.95992335941243
2019Q2,Western Isles,79.02702702702702
2019Q2,Western Isles,79.03997530483099
2019Q3,Western Isles,71.4833563429974
2019Q3,Western Isles,71.49210243827633
2019Q4,Western Isles,72.75327412313713
2019Q4,Western Isles,72.7614747930775
2020Q1,Western Isles,70.28562411235599
2020Q1,Western Isles,70.28562411235599
2020Q2,Western Isles,35.63929508811399
2020Q2,Western Isles,35.63929508811399
2020Q3,Western Isles,45.14653565983397
2020Q3,Western Isles,45.14653565983397
2020Q4,Western Isles,52.129110471283525
2020Q4,Western Isles,52.129110471283525
2021Q1,Western Isles,57.82934131736527
2021Q1,Western Isles,57.82934131736527
2021Q2,Western Isles,61.65257380210652
2021Q2,Western Isles,61.65257380210652
2021Q3,Western Isles,59.58723653395784
2021Q3,Western Isles,59.58723653395784
2021Q4,Western Isles,63.045745790493214
2021Q4,Western Isles,63.045745790493214
2022Q1,Western Isles,69.318527532704593
2022Q1,Western Isles,69.318527532704593
2022Q2,Western Isles,72.67908526427381
2022Q2,Western Isles,72.67908526427381
2022Q3,Western Isles,74.0752302169502
2022Q3,Western Isles,74.0792759051186
